epoch,avg_train_acc,avg_train_count,avg_val_acc,avg_val_count,avg_test_acc,avg_test_count,avg_train_acc:group_0,avg_traincount:group_0,avg_val_acc:group_0,avg_valcount:group_0,avg_test_acc:group_0,avg_testcount:group_0,avg_train_acc:group_1,avg_traincount:group_1,avg_val_acc:group_1,avg_valcount:group_1,avg_test_acc:group_1,avg_testcount:group_1,avg_train_acc:group_2,avg_traincount:group_2,avg_val_acc:group_2,avg_valcount:group_2,avg_test_acc:group_2,avg_testcount:group_2,avg_train_acc:group_3,avg_traincount:group_3,avg_val_acc:group_3,avg_valcount:group_3,avg_test_acc:group_3,avg_testcount:group_3
1,98.31074035453598,4795,70.39199343594638,1199,71.72937518413782,5794,98.85649028187005,3498,98.286938914395,467,97.87139673000429,2255,100.0,184,53.6480685794814,466,57.69401268969618,2255,96.42857142857143,56,21.05263190161913,133,21.183800594828952,642,96.31031235592931,1057,80.45112718854632,133,79.7507781625908,642
2,99.7497393117831,4795,71.4762301854634,1199,71.76389368575401,5794,99.91423673068134,3498,98.5010715133373,467,97.78270489001221,2255,97.28260828101116,184,57.08154537544742,466,58.31485533576847,2255,96.42857129233224,56,17.293233634834003,133,20.249221246933267,642,99.8107850535816,1057,81.2030067730667,133,79.12772580916265,642
3,99.85401459854015,4795,71.72643862892131,1199,72.41974456597494,5794,99.94282596079945,3498,98.92933564931474,467,97.82705125491529,2255,99.45652173913044,184,57.29613712621861,466,59.778269709821814,2255,100.0,56,16.54135405569148,133,21.495327398413067,642,99.62157048971561,1057,81.9548857839484,133,78.50467255256629,642
4,99.91657977059437,4795,71.5596330211598,1199,72.1435967926984,5794,99.97141261288887,3498,99.35760244822859,467,97.91574239794272,2255,100.0,184,56.008584116661496,466,59.822615675069805,2255,100.0,56,19.548872897499486,133,19.470405018589577,642,99.71617794848886,1057,80.4511270164547,133,77.57009322026808,642
5,99.79144942648593,4795,71.55963307842799,1199,72.6095961365652,5794,99.88565049299586,3498,98.92933818155488,467,98.0487801900724,2255,99.45652178059454,184,59.01287624048061,466,60.53215065594523,2255,100.0,56,16.541353620084603,133,19.15887821054904,642,99.52696318973769,1057,74.43608902092267,133,79.1277251317865,642
6,99.83315954118873,4795,71.39282728613566,1199,71.7466344573311,5794,99.91423769689683,3498,98.50107081084487,467,97.96008833316371,2255,100.0,184,56.43776872332004,466,57.87139621150996,2255,96.42857129233224,56,19.548872377639427,133,18.84735180432923,642,99.71617797736074,1057,80.45112661490764,133,81.30841047815817,642
7,99.79144942648593,4795,70.47539627800592,1199,72.02278219110438,5794,99.97141327593516,3498,97.85867262192916,467,97.73835862322551,2255,99.45652178059454,184,53.648068538551165,466,57.960088213055734,2255,98.21428571428571,56,19.548872911840455,133,21.183800723322456,642,99.33774812061378,1057,84.21052568478692,133,81.93146321186767,642
8,99.64546402502607,4795,71.39282722250435,1199,71.40144977826351,5794,99.88564899677955,3498,98.07280613574532,467,97.78270506932836,2255,96.7391305177108,184,55.150214256646805,466,56.585365213787476,2255,98.21428571428571,56,22.55639153674133,133,21.806853455546488,642,99.4323554927714,1057,83.45864518244464,133,80.37383067050827,642
9,99.85401459854015,4795,71.47623012183207,1199,71.3669312766473,5794,99.97141395206789,3498,97.85867353680302,467,97.11751577711422,2255,99.45652178059454,184,57.51072932722231,466,57.0288243684959,2255,96.42857088361468,56,17.293233116766565,133,23.208722531981184,642,99.71617787630916,1057,81.95488589867614,133,79.43925180167795,642
10,99.68717413972888,4795,71.1426189572141,1199,72.35070762068064,5794,99.91423680919998,3498,98.07280556394916,467,97.56097555562292,2255,98.91304335386857,184,54.935622792387214,466,57.383591550416796,2255,100.0,56,19.548872850891343,133,26.63551374982079,642,99.0539258886534,1057,84.96240515457957,133,82.08722542379505,642
11,99.77059436913451,4795,70.4753960298438,1199,70.96996893074581,5794,99.85706144390684,3498,98.2869388163728,467,97.02882467130335,2255,100.0,184,54.5064379401473,466,55.16629632877933,2255,98.21428571428571,56,17.29323338924494,133,22.897195922994168,642,99.52696331966115,1057,81.95488543976518,133,83.02180593853056,642
12,99.7497393117831,4795,70.39199325141557,1199,71.17707970605704,5794,99.88564819196348,3498,97.43040711364092,467,97.5609752917237,2255,98.3695652173913,184,56.00858324075462,466,56.00886850970283,2255,98.21428571428571,56,17.293233057610074,133,21.028037389119465,642,99.62157043197185,1057,78.94736744586686,133,81.93146341389213,642
13,99.7288842544317,4795,70.30859042208229,1199,70.84915430544984,5794,99.88564859328098,3498,96.78800794450324,467,97.56097499399122,2255,100.0,184,51.502146569444385,466,53.348114611674305,2255,94.64285687037876,56,26.31578982862315,133,26.791277234056658,642,99.4323556154769,1057,87.21804367868523,133,82.55451728844568,642
14,99.7497393117831,4795,70.72560459420123,1199,71.28063510819719,5794,99.85706067180688,3498,96.35974224017059,467,97.02882417733812,2255,99.45652173913044,184,54.72103017389519,466,55.83148568569953,2255,100.0,56,24.81203022935337,133,23.987538658569907,642,99.43235549998937,1057,82.70676577001586,133,82.39875325235623,642
15,99.62460896767466,4795,72.72727265727828,1199,71.52226437985753,5794,99.714122599912,3498,97.00214124593796,467,97.42793702254538,2255,98.91304331240447,184,60.5150213036926,466,57.11751606638838,2255,98.21428571428571,56,18.045113000654638,133,22.741432978728106,642,99.52696311034002,1057,84.96240475303249,133,79.90654175897997,642
16,99.7080291970803,4795,72.64386988521318,1199,72.6786330713253,5794,99.85706197826981,3498,98.0728055802862,467,98.1374718608983,2255,98.91304343679677,184,58.369099793004374,466,59.24611930593419,2255,100.0,56,24.812030302850825,133,20.87227397247267,642,99.3377486980514,1057,81.20300625679188,133,82.24299040464598,642
17,99.81230448383734,4795,71.80984164278541,1199,72.59233690287518,5794,99.91423696841834,3498,98.50107103956333,467,97.96008865796277,2255,98.91304351972497,184,56.22317582650246,466,59.77826969121354,2255,100.0,56,20.300752048205613,133,20.40498429741072,642,99.62157069181877,1057,84.2105251685121,133,80.68535739981868,642
18,99.7497393117831,4795,72.64386999974954,1199,72.29892991961057,5794,99.94282328680353,3498,96.57387555794236,467,97.38359135799027,2255,99.45652157327403,184,59.227467270879785,466,58.44789318414591,2255,98.21428571428571,56,24.81203065599714,133,22.42990637939667,642,99.24314091446948,1057,83.4586452398085,133,82.7102795895015,642
19,99.70802919071583,4795,71.55963307842799,1199,72.05730064268313,5794,99.8570605387614,3498,98.50107110491146,467,97.5609756232894,2255,99.45652173913044,184,56.22317662873493,466,58.22616348604934,2255,100.0,56,20.30075249994608,133,22.11837994718106,642,99.24314082785384,1057,81.9548861281316,133,80.99688379638292,642
20,99.85401459854015,4795,69.80817334427249,1199,72.02278218057018,5794,99.9428249095221,3498,97.43040724433719,467,97.42793747929406,2255,98.91304331240447,184,52.57510732888152,466,56.45232751681377,2255,98.21428557804653,56,20.30075206613182,133,25.70093415088,642,99.81078527733867,1057,82.70676582737973,133,83.80062197153443,642
21,99.68717413972888,4795,70.30859036481411,1199,71.59130131461762,5794,99.85706254534888,3498,97.00214134396016,467,97.02882415703817,2255,98.3695649686067,184,53.004292025586565,466,56.36363574364233,2255,98.21428571428571,56,23.30827112126171,133,24.76635486834517,642,99.43235572374645,1057,84.21052482432889,133,82.554516813094,642
22,99.91657977059437,4795,71.4762300645639,1199,72.50604073047474,5794,99.94282568816529,3498,97.85867139665167,467,97.56097523420719,2255,99.45652157327403,184,58.79828292617471,466,58.980043652739596,2255,100.0,56,20.300752517872287,133,23.0529591918363,642,99.90539259175253,1057,74.43608833255624,133,81.46417336151978,642
23,99.81230448383734,4795,71.72643874982082,1199,72.59233689760808,5794,99.88564978850917,3498,97.00214119692686,467,97.6496666479005,2255,100.0,184,58.154505954791546,466,59.06873546016718,2255,96.42857142857143,56,19.548872829379892,133,23.67601224269451,642,99.7161778185654,1057,82.70676559792426,133,80.996883962756,642
24,99.7497393117831,4795,72.14345275013521,1199,72.12633757480968,5794,99.85706155950373,3498,97.43040714631499,467,97.38359219705451,2255,100.0,184,58.583690217636175,466,59.379156483144826,2255,96.42857142857143,56,20.300752385218342,133,21.028037174468473,642,99.5269630670322,1057,82.70676594210747,133,79.2834887994784,642
25,99.7288842544317,4795,72.1434528710347,1199,72.6095961418323,5794,99.8570619869941,3498,96.57387562329049,467,97.78270522834457,2255,99.45652178059454,184,60.085836852568924,466,59.68957787448181,2255,100.0,56,23.30827142242202,133,21.495326587344255,642,99.33774846707635,1057,77.44360850628158,133,80.68535758995935,642
26,99.81230448383734,4795,70.05838185772487,1199,71.66033827834677,5794,99.94282544606614,3498,97.00214091919729,467,97.11751623047958,2255,99.45652157327403,184,54.29184569821337,466,57.29489926847809,2255,100.0,56,18.045113054433262,133,21.651090050040747,642,99.43235535562997,1057,82.70676565528812,133,82.71028023122626,642
27,99.81230448383734,4795,72.47706409292086,1199,73.0410769682816,5794,99.94282497059216,3498,98.07280564563433,467,97.73835941153989,2255,97.82608679066534,184,59.87124470886754,466,61.064301040801666,2255,100.0,56,15.78947365194335,133,21.028037302961973,642,99.7161780351045,1057,83.45864541190011,133,80.37383126469787,642
28,99.62460896767466,4795,72.47706420745722,1199,71.88470832685128,5794,99.88565090303764,3498,98.5010705331153,467,97.33924603176752,2255,98.91304331240447,184,56.223175875618736,466,57.42793748775237,2255,96.42857129233224,56,24.06015085994749,133,22.274143307379845,642,99.05392575872993,1057,86.46616374998165,133,82.86604272242276,642
29,99.7288842544317,4795,69.97497925746431,1199,71.50500518040366,5794,99.77129773619245,3498,98.07280687091182,467,97.3835915339231,2255,99.45652173913044,184,52.360514685831355,466,56.008868581598456,2255,100.0,56,20.30075232426923,133,23.831775454345895,642,99.62157046084373,1057,82.70676599947133,133,82.71027967268805,642
30,99.7080291970803,4795,70.30859047935047,1199,71.91922679423134,5794,99.88565061077382,3498,97.6445403333905,467,97.33924595395108,2255,98.369565092999,184,53.86266145992688,466,56.76274899357967,2255,96.42857115609306,56,22.556391665810033,133,23.67601230211347,642,99.52696300928844,1057,79.69924691565951,133,84.11214909300998,642
31,99.68717413972888,4795,70.80900761442845,1199,72.12633755900838,5794,99.8570622334554,3498,96.78800895739928,467,97.64966738546502,2255,98.3695652588554,184,56.437767708250384,466,58.84700617483608,2255,98.21428557804653,56,20.300752370877372,133,21.183800562148527,642,99.43235552886125,1057,80.4511268443631,133,80.06230444031712,642
32,99.87486965589156,4795,71.97664731417824,1199,72.29892993014477,5794,99.94282529120993,3498,98.7152045533795,467,97.2505541714755,2255,99.45652169766633,184,56.652360924323744,466,58.980044232556665,2255,98.21428557804653,56,21.052632052199286,133,21.96261652310689,642,99.81078519072302,1057,82.70676548319652,133,81.77570056618188,642
33,99.7288842544317,4795,70.72560477873203,1199,71.55678286040533,5794,99.88564888118266,3498,97.21627355081367,467,97.42793777702653,2255,99.45652157327403,184,53.6480690297139,466,55.74279335174222,2255,98.21428571428571,56,25.56391029608877,133,24.922117984926217,642,99.33774820001146,1057,82.70676542583264,133,82.86604299574998,642
34,99.83315954118873,4795,72.39366137176081,1199,73.50707625947742,5794,99.82847356169206,3498,97.64453878137233,467,98.4035472049417,2255,99.45652173913044,184,61.158798299633894,466,61.77383510056726,2255,100.0,56,17.293233719087183,133,19.158878325673278,642,99.90539267836817,1057,78.19548734507167,133,81.61993637560313,642
35,99.91657977059437,4795,73.22768961418858,1199,74.00759403648811,5794,99.97141259762135,3498,98.71520344246123,467,98.270509883094,2255,99.45652178059454,184,60.729613799393945,466,63.503324964569835,2255,100.0,56,21.80451185900466,133,19.15887837989308,642,99.81078525568476,1057,78.94736710168365,133,80.52959421936225,642
36,99.68717413972888,4795,71.39282746430334,1199,71.6085605667425,5794,99.85706326292201,3498,97.00214216081183,467,97.91574236749281,2255,100.0,184,56.43776801932012,466,56.008868819276934,2255,100.0,56,20.300752589577122,133,24.14330199722932,642,99.05392605466672,1057,84.9624052693073,133,81.46417452613142,642
37,99.7288842544317,4795,72.31025859969571,1199,72.07455988164025,5794,99.88565044283118,3498,98.28693826091366,467,96.98447857368284,2255,99.45652173913044,184,56.43776727438996,466,57.69401281826248,2255,96.42857142857143,56,25.5639100325735,133,24.766354909938443,642,99.43235555773313,1057,83.45864564135559,133,82.39875400103513,642
38,99.7080291970803,4795,72.56046710042182,1199,73.38626162364724,5794,99.74271115171629,3498,98.71520388356113,467,98.31485578109843,2255,98.91304347826087,184,62.66094371484584,466,63.680708951590596,2255,98.21428571428571,56,15.789474351065499,133,18.380062156748547,642,99.81078504636362,1057,72.18045009526992,133,74.92211799978095,642
39,99.7080291970803,4795,71.22602167201102,1199,72.62685535445392,5794,99.88564932175947,3498,97.21627309337673,467,97.78270495429535,2255,100.0,184,57.081544941587,466,60.22172944773063,2255,98.21428571428571,56,18.796993083523628,133,21.651090094604967,642,99.14853338351651,1057,81.95488647231483,133,78.81619926999291,642
40,99.7080291970803,4795,73.64470397083834,1199,73.07559541722681,5794,99.79988651700944,3498,98.50107130095586,467,97.60532139272753,2255,98.91304314654806,184,62.4463519722607,466,61.64079765607407,2255,100.0,56,15.7894735533492,133,20.716510673921057,642,99.5269631392119,1057,83.4586450677169,133,79.43925099358009,642
41,99.7497393117831,4795,71.22602167201102,1199,71.64307904992386,5794,99.88564917126541,3498,97.21627513550588,467,97.33924579493487,2255,100.0,184,55.150215058879276,466,55.920176437953096,2255,100.0,56,26.315790140539185,133,24.45482848812115,642,99.24314057522487,1057,81.20300723197765,133,83.80062223297784,642
42,99.83315953482428,4795,71.89324430031415,1199,72.38522609859488,5794,99.88565019636988,3498,98.7152048964572,467,98.04878031525539,2255,98.3695652173913,184,56.437768395878216,466,59.11308135436538,2255,100.0,56,21.804511930709495,133,21.96261686105223,642,99.90539259175253,1057,81.95488630022321,133,79.28348841919706,642
43,99.79144942012147,4795,72.47706421382036,1199,73.7487055653739,5794,99.9142377405183,3498,98.28693870201356,467,98.22616406628933,2255,99.45652157327403,184,59.65665177111973,466,62.97117452008233,2255,100.0,56,20.300752625429542,133,22.11837993678274,642,99.4323553700659,1057,78.94736658540883,133,77.25856573039498,642
44,99.85401459854015,4795,73.64470403446964,1199,73.62789089004048,5794,99.88565047554727,3498,99.14346958789376,467,98.13747208758099,2255,99.45652173913044,184,61.37339078714919,466,62.88248252868652,2255,100.0,56,16.541353238256352,133,20.560747503120208,642,99.81078529899258,1057,84.21052579951466,133,78.34890806489273,642
45,99.68717413972888,4795,69.72477050857607,1199,71.1080427897318,5794,99.91423730212256,3498,96.57387606439039,467,96.67405738238485,2255,98.91304347826087,184,51.7167382710993,466,53.924611420219065,2255,100.0,56,23.30827101370446,133,27.57009309474553,642,99.0539259608331,1057,84.96240544139891,133,85.2024916057646,642
46,99.7288842544317,4795,70.97581316492177,1199,72.19537452800462,5794,99.77129784088396,3498,98.07280536790476,467,97.25055359969382,2255,100.0,184,55.150215353576925,466,59.201773349567425,2255,100.0,56,23.308271135602677,133,23.0529593203298,642,99.52696305259626,1057,78.94736744586686,133,78.97196166611906,642
47,99.79144942648593,4795,72.14345292830288,1199,72.00552294161305,5794,99.94282605022346,3498,98.07280526988256,467,97.25055324444486,2255,98.3695652588554,184,58.154506478698465,466,58.802660001090786,2255,100.0,56,18.796992839727185,133,21.339563615596926,642,99.52696307425016,1057,83.4586448956253,133,80.37383135976822,642
48,99.66631908237747,4795,71.97664707874237,1199,73.43803935368636,5794,99.88564923669762,3498,98.71520407960553,467,98.40354738087453,2255,98.3695650515349,184,58.36909863877194,466,61.28603043735952,2255,100.0,56,20.300752216711977,133,20.249221061991754,642,99.1485330947977,1057,77.4436081047345,133,81.61993744514442,642
49,99.77059436913451,4795,72.31025854242753,1199,71.41870901722064,5794,99.91423793463383,3498,98.71520422663883,467,97.16186211156739,2255,98.91304347826087,184,58.15450665060543,466,57.16186232133345,2255,98.21428571428571,56,22.556391447110283,133,22.27414314472044,642,99.52696292989076,1057,78.94736652804497,133,80.2180686071283,642
50,99.81230448383734,4795,71.89324430031415,1199,73.09285464564972,5794,99.9142386652934,3498,98.92933756074763,467,97.91574235395952,2255,98.91304343679677,184,56.43776807662243,466,60.665188050534404,2255,100.0,56,21.804511830322724,133,21.962616792720425,642,99.62157036701011,1057,81.20300556842545,133,80.68535731663214,642
